image_path,label
LCC_FASD_training/real/AAE5573GP98K_id159_s0_137.png,3
LCC_FASD_training/real/AAE5573GP98K_id159_s0_97.png,0
LCC_FASD_training/real/AAE5573GP98K_id159_s0_97.png,1
LCC_FASD_training/real/AAE5573GP98K_id159_s0_97.png,2
LCC_FASD_training/real/AAE5573GP98K_id159_s0_97.png,3
LCC_FASD_training/real/FT1080P_id165_s0_105.png,0
LCC_FASD_training/real/FT1080P_id165_s0_105.png,1
LCC_FASD_training/real/FT1080P_id165_s0_105.png,2
LCC_FASD_training/real/FT1080P_id165_s0_105.png,3
LCC_FASD_training/real/FT1080P_id165_s0_120.png,0
LCC_FASD_training/real/FT1080P_id165_s0_120.png,1
LCC_FASD_training/real/FT1080P_id165_s0_120.png,2
LCC_FASD_training/real/FT1080P_id165_s0_120.png,3
LCC_FASD_training/real/FT1080P_id165_s0_135.png,0
LCC_FASD_training/real/FT1080P_id165_s0_135.png,1
LCC_FASD_training/real/FT1080P_id165_s0_135.png,2
LCC_FASD_training/real/FT1080P_id165_s0_135.png,3
LCC_FASD_training/real/FT1080P_id165_s0_15.png,0
LCC_FASD_training/real/FT1080P_id165_s0_15.png,1
LCC_FASD_training/real/FT1080P_id165_s0_15.png,2
LCC_FASD_training/real/FT1080P_id165_s0_15.png,3
LCC_FASD_training/real/FT1080P_id165_s0_150.png,0
LCC_FASD_training/real/FT1080P_id165_s0_150.png,1
LCC_FASD_training/real/FT1080P_id165_s0_150.png,2
LCC_FASD_training/real/FT1080P_id165_s0_150.png,3
LCC_FASD_training/real/FT1080P_id165_s0_30.png,0
LCC_FASD_training/real/FT1080P_id165_s0_30.png,1
LCC_FASD_training/real/FT1080P_id165_s0_30.png,2
LCC_FASD_training/real/FT1080P_id165_s0_30.png,3
LCC_FASD_training/real/FT1080P_id165_s0_45.png,0
LCC_FASD_training/real/FT1080P_id165_s0_45.png,1
LCC_FASD_training/real/FT1080P_id165_s0_45.png,2
LCC_FASD_training/real/FT1080P_id165_s0_45.png,3
LCC_FASD_training/real/FT1080P_id165_s0_60.png,0
LCC_FASD_training/real/FT1080P_id165_s0_60.png,1
LCC_FASD_training/real/FT1080P_id165_s0_60.png,2
LCC_FASD_training/real/FT1080P_id165_s0_60.png,3
LCC_FASD_training/real/FT1080P_id165_s0_75.png,0
LCC_FASD_training/real/FT1080P_id165_s0_75.png,1
LCC_FASD_training/real/FT1080P_id165_s0_75.png,2
LCC_FASD_training/real/FT1080P_id165_s0_75.png,3
LCC_FASD_training/real/FT1080P_id165_s0_90.png,0
LCC_FASD_training/real/FT1080P_id165_s0_90.png,1
LCC_FASD_training/real/FT1080P_id165_s0_90.png,2
LCC_FASD_training/real/FT1080P_id165_s0_90.png,3
LCC_FASD_training/real/FT720P_id1_s0_105.png,0
LCC_FASD_training/real/FT720P_id1_s0_105.png,1
LCC_FASD_training/real/FT720P_id1_s0_105.png,2
LCC_FASD_training/real/FT720P_id1_s0_105.png,3
LCC_FASD_training/real/FT720P_id1_s0_120.png,0
LCC_FASD_training/real/FT720P_id1_s0_120.png,1
LCC_FASD_training/real/FT720P_id1_s0_120.png,2
LCC_FASD_training/real/FT720P_id1_s0_120.png,3
LCC_FASD_training/real/FT720P_id1_s0_135.png,0
LCC_FASD_training/real/FT720P_id1_s0_135.png,1
LCC_FASD_training/real/FT720P_id1_s0_135.png,2
LCC_FASD_training/real/FT720P_id1_s0_135.png,3
LCC_FASD_training/real/FT720P_id1_s0_15.png,0
LCC_FASD_training/real/FT720P_id1_s0_15.png,1
LCC_FASD_training/real/FT720P_id1_s0_15.png,2
LCC_FASD_training/real/FT720P_id1_s0_15.png,3
LCC_FASD_training/real/FT720P_id1_s0_150.png,0
LCC_FASD_training/real/FT720P_id1_s0_150.png,1
LCC_FASD_training/real/FT720P_id1_s0_150.png,2
LCC_FASD_training/real/FT720P_id1_s0_150.png,3
LCC_FASD_training/real/FT720P_id1_s0_30.png,0
LCC_FASD_training/real/FT720P_id1_s0_30.png,1
LCC_FASD_training/real/FT720P_id1_s0_30.png,2
LCC_FASD_training/real/FT720P_id1_s0_30.png,3
LCC_FASD_training/real/FT720P_id1_s0_45.png,0
LCC_FASD_training/real/FT720P_id1_s0_45.png,1
LCC_FASD_training/real/FT720P_id1_s0_45.png,2
LCC_FASD_training/real/FT720P_id1_s0_45.png,3
LCC_FASD_training/real/FT720P_id1_s0_60.png,0
LCC_FASD_training/real/FT720P_id1_s0_60.png,1
LCC_FASD_training/real/FT720P_id1_s0_60.png,2
LCC_FASD_training/real/FT720P_id1_s0_60.png,3
LCC_FASD_training/real/FT720P_id1_s0_75.png,0
LCC_FASD_training/real/FT720P_id1_s0_75.png,1
LCC_FASD_training/real/FT720P_id1_s0_75.png,2
LCC_FASD_training/real/FT720P_id1_s0_75.png,3
LCC_FASD_training/real/FT720P_id1_s0_90.png,0
LCC_FASD_training/real/FT720P_id1_s0_90.png,1
LCC_FASD_training/real/FT720P_id1_s0_90.png,2
LCC_FASD_training/real/FT720P_id1_s0_90.png,3
LCC_FASD_training/real/FT720P_id1_s1_113.png,0
LCC_FASD_training/real/FT720P_id1_s1_113.png,1
LCC_FASD_training/real/FT720P_id1_s1_113.png,2
LCC_FASD_training/real/FT720P_id1_s1_113.png,3
LCC_FASD_training/real/FT720P_id1_s1_174.png,0
LCC_FASD_training/real/FT720P_id1_s1_174.png,1
LCC_FASD_training/real/FT720P_id1_s1_174.png,2
LCC_FASD_training/real/FT720P_id1_s1_174.png,3
LCC_FASD_training/real/FT720P_id1_s1_213.png,0
LCC_FASD_training/real/FT720P_id1_s1_213.png,1
LCC_FASD_training/real/FT720P_id1_s1_213.png,2
LCC_FASD_training/real/FT720P_id1_s1_213.png,3
LCC_FASD_training/real/FT720P_id1_s1_38.png,0
LCC_FASD_training/real/FT720P_id1_s1_38.png,1
LCC_FASD_training/real/FT720P_id1_s1_38.png,2
LCC_FASD_training/real/FT720P_id1_s1_38.png,3
LCC_FASD_training/real/FT720P_id1_s1_53.png,0
LCC_FASD_training/real/FT720P_id1_s1_53.png,1
LCC_FASD_training/real/FT720P_id1_s1_53.png,2
LCC_FASD_training/real/FT720P_id1_s1_53.png,3
LCC_FASD_training/real/FT720P_id1_s1_68.png,0
LCC_FASD_training/real/FT720P_id1_s1_68.png,1
LCC_FASD_training/real/FT720P_id1_s1_68.png,2
LCC_FASD_training/real/FT720P_id1_s1_68.png,3
LCC_FASD_training/real/FT720P_id1_s1_83.png,0
LCC_FASD_training/real/FT720P_id1_s1_83.png,1
LCC_FASD_training/real/FT720P_id1_s1_83.png,2
LCC_FASD_training/real/FT720P_id1_s1_83.png,3
LCC_FASD_training/real/FT720P_id1_s1_98.png,0
LCC_FASD_training/real/FT720P_id1_s1_98.png,1
LCC_FASD_training/real/FT720P_id1_s1_98.png,2
LCC_FASD_training/real/FT720P_id1_s1_98.png,3
LCC_FASD_training/real/FT720P_id2_s0_105.png,0
LCC_FASD_training/real/FT720P_id2_s0_105.png,1
LCC_FASD_training/real/FT720P_id2_s0_105.png,2
LCC_FASD_training/real/FT720P_id2_s0_105.png,3
LCC_FASD_training/real/FT720P_id2_s0_120.png,0
LCC_FASD_training/real/FT720P_id2_s0_120.png,1
LCC_FASD_training/real/FT720P_id2_s0_120.png,2
LCC_FASD_training/real/FT720P_id2_s0_120.png,3
LCC_FASD_training/real/FT720P_id2_s0_135.png,0
LCC_FASD_training/real/FT720P_id2_s0_135.png,1
LCC_FASD_training/real/FT720P_id2_s0_135.png,2
LCC_FASD_training/real/FT720P_id2_s0_135.png,3
LCC_FASD_training/real/FT720P_id2_s0_15.png,0
LCC_FASD_training/real/FT720P_id2_s0_15.png,1
LCC_FASD_training/real/FT720P_id2_s0_15.png,2
LCC_FASD_training/real/FT720P_id2_s0_15.png,3
LCC_FASD_training/real/FT720P_id2_s0_150.png,0
LCC_FASD_training/real/FT720P_id2_s0_150.png,1
LCC_FASD_training/real/FT720P_id2_s0_150.png,2
LCC_FASD_training/real/FT720P_id2_s0_150.png,3
LCC_FASD_training/real/FT720P_id2_s0_30.png,0
LCC_FASD_training/real/FT720P_id2_s0_30.png,1
LCC_FASD_training/real/FT720P_id2_s0_30.png,2
LCC_FASD_training/real/FT720P_id2_s0_30.png,3
LCC_FASD_training/real/FT720P_id2_s0_45.png,0
LCC_FASD_training/real/FT720P_id2_s0_45.png,1
LCC_FASD_training/real/FT720P_id2_s0_45.png,2
LCC_FASD_training/real/FT720P_id2_s0_45.png,3
LCC_FASD_training/real/FT720P_id2_s0_60.png,0
LCC_FASD_training/real/FT720P_id2_s0_60.png,1
LCC_FASD_training/real/FT720P_id2_s0_60.png,2
LCC_FASD_training/real/FT720P_id2_s0_60.png,3
LCC_FASD_training/real/FT720P_id2_s0_75.png,0
LCC_FASD_training/real/FT720P_id2_s0_75.png,1
LCC_FASD_training/real/FT720P_id2_s0_75.png,2
LCC_FASD_training/real/FT720P_id2_s0_75.png,3
LCC_FASD_training/real/FT720P_id2_s0_90.png,0
LCC_FASD_training/real/FT720P_id2_s0_90.png,1
LCC_FASD_training/real/FT720P_id2_s0_90.png,2
LCC_FASD_training/real/FT720P_id2_s0_90.png,3
LCC_FASD_training/real/FT720P_id3_s0_105.png,0
LCC_FASD_training/real/FT720P_id3_s0_105.png,1
LCC_FASD_training/real/FT720P_id3_s0_105.png,2
LCC_FASD_training/real/FT720P_id3_s0_105.png,3
LCC_FASD_training/real/FT720P_id3_s0_120.png,0
LCC_FASD_training/real/FT720P_id3_s0_120.png,1
LCC_FASD_training/real/FT720P_id3_s0_120.png,2
LCC_FASD_training/real/FT720P_id3_s0_120.png,3
LCC_FASD_training/real/FT720P_id3_s0_135.png,0
LCC_FASD_training/real/FT720P_id3_s0_135.png,1
LCC_FASD_training/real/FT720P_id3_s0_135.png,2
LCC_FASD_training/real/FT720P_id3_s0_135.png,3
LCC_FASD_training/real/FT720P_id3_s0_15.png,0
LCC_FASD_training/real/FT720P_id3_s0_15.png,1
LCC_FASD_training/real/FT720P_id3_s0_15.png,2
LCC_FASD_training/real/FT720P_id3_s0_15.png,3
LCC_FASD_training/real/FT720P_id3_s0_150.png,0
LCC_FASD_training/real/FT720P_id3_s0_150.png,1
LCC_FASD_training/real/FT720P_id3_s0_150.png,2
LCC_FASD_training/real/FT720P_id3_s0_150.png,3
LCC_FASD_training/real/FT720P_id3_s0_30.png,0
LCC_FASD_training/real/FT720P_id3_s0_30.png,1
LCC_FASD_training/real/FT720P_id3_s0_30.png,2
LCC_FASD_training/real/FT720P_id3_s0_30.png,3
LCC_FASD_training/real/FT720P_id3_s0_45.png,0
LCC_FASD_training/real/FT720P_id3_s0_45.png,1
LCC_FASD_training/real/FT720P_id3_s0_45.png,2
LCC_FASD_training/real/FT720P_id3_s0_45.png,3
LCC_FASD_training/real/FT720P_id3_s0_60.png,0
LCC_FASD_training/real/FT720P_id3_s0_60.png,1
LCC_FASD_training/real/FT720P_id3_s0_60.png,2
LCC_FASD_training/real/FT720P_id3_s0_60.png,3
LCC_FASD_training/real/FT720P_id3_s0_75.png,0
LCC_FASD_training/real/FT720P_id3_s0_75.png,1
LCC_FASD_training/real/FT720P_id3_s0_75.png,2
LCC_FASD_training/real/FT720P_id3_s0_75.png,3
LCC_FASD_training/real/FT720P_id3_s0_90.png,0
LCC_FASD_training/real/FT720P_id3_s0_90.png,1
LCC_FASD_training/real/FT720P_id3_s0_90.png,2
LCC_FASD_training/real/FT720P_id3_s0_90.png,3
LCC_FASD_training/real/FT720P_id3_s1_109.png,0
LCC_FASD_training/real/FT720P_id3_s1_109.png,1
LCC_FASD_training/real/FT720P_id3_s1_109.png,2
LCC_FASD_training/real/FT720P_id3_s1_109.png,3
LCC_FASD_training/real/FT720P_id3_s1_124.png,0
LCC_FASD_training/real/FT720P_id3_s1_124.png,1
LCC_FASD_training/real/FT720P_id3_s1_124.png,2
LCC_FASD_training/real/FT720P_id3_s1_124.png,3
LCC_FASD_training/real/FT720P_id3_s1_139.png,0
LCC_FASD_training/real/FT720P_id3_s1_139.png,1
LCC_FASD_training/real/FT720P_id3_s1_139.png,2
LCC_FASD_training/real/FT720P_id3_s1_139.png,3
LCC_FASD_training/real/FT720P_id3_s1_154.png,0
LCC_FASD_training/real/FT720P_id3_s1_154.png,1
LCC_FASD_training/real/FT720P_id3_s1_154.png,2
LCC_FASD_training/real/FT720P_id3_s1_154.png,3
LCC_FASD_training/real/FT720P_id3_s1_169.png,0
LCC_FASD_training/real/FT720P_id3_s1_169.png,1
LCC_FASD_training/real/FT720P_id3_s1_169.png,2
LCC_FASD_training/real/FT720P_id3_s1_169.png,3
LCC_FASD_training/real/FT720P_id3_s1_32.png,0
LCC_FASD_training/real/FT720P_id3_s1_32.png,1
LCC_FASD_training/real/FT720P_id3_s1_32.png,2
LCC_FASD_training/real/FT720P_id3_s1_32.png,3
LCC_FASD_training/real/FT720P_id3_s1_47.png,0
LCC_FASD_training/real/FT720P_id3_s1_47.png,1
LCC_FASD_training/real/FT720P_id3_s1_47.png,2
LCC_FASD_training/real/FT720P_id3_s1_47.png,3
LCC_FASD_training/real/FT720P_id3_s1_62.png,0
LCC_FASD_training/real/FT720P_id3_s1_62.png,1
LCC_FASD_training/real/FT720P_id3_s1_62.png,2
LCC_FASD_training/real/FT720P_id3_s1_62.png,3
LCC_FASD_training/real/FT720P_id3_s1_77.png,0
LCC_FASD_training/real/FT720P_id3_s1_77.png,1
LCC_FASD_training/real/FT720P_id3_s1_77.png,2
LCC_FASD_training/real/FT720P_id3_s1_77.png,3
LCC_FASD_training/real/FT720P_id3_s1_94.png,0
LCC_FASD_training/real/FT720P_id3_s1_94.png,1
LCC_FASD_training/real/FT720P_id3_s1_94.png,2
LCC_FASD_training/real/FT720P_id3_s1_94.png,3
LCC_FASD_training/real/FT720P_id4_s0_105.png,0
LCC_FASD_training/real/FT720P_id4_s0_105.png,1
LCC_FASD_training/real/FT720P_id4_s0_105.png,2
LCC_FASD_training/real/FT720P_id4_s0_105.png,3
LCC_FASD_training/real/FT720P_id4_s0_120.png,0
LCC_FASD_training/real/FT720P_id4_s0_120.png,1
LCC_FASD_training/real/FT720P_id4_s0_120.png,2
LCC_FASD_training/real/FT720P_id4_s0_120.png,3
LCC_FASD_training/real/FT720P_id4_s0_135.png,0
LCC_FASD_training/real/FT720P_id4_s0_135.png,1
LCC_FASD_training/real/FT720P_id4_s0_135.png,2
LCC_FASD_training/real/FT720P_id4_s0_135.png,3
LCC_FASD_training/real/FT720P_id4_s0_15.png,0
LCC_FASD_training/real/FT720P_id4_s0_15.png,1
LCC_FASD_training/real/FT720P_id4_s0_15.png,2
LCC_FASD_training/real/FT720P_id4_s0_15.png,3
LCC_FASD_training/real/FT720P_id4_s0_150.png,0
LCC_FASD_training/real/FT720P_id4_s0_150.png,1
LCC_FASD_training/real/FT720P_id4_s0_150.png,2
LCC_FASD_training/real/FT720P_id4_s0_150.png,3
LCC_FASD_training/real/FT720P_id4_s0_30.png,0
LCC_FASD_training/real/FT720P_id4_s0_30.png,1
LCC_FASD_training/real/FT720P_id4_s0_30.png,2
LCC_FASD_training/real/FT720P_id4_s0_30.png,3
LCC_FASD_training/real/FT720P_id4_s0_45.png,0
LCC_FASD_training/real/FT720P_id4_s0_45.png,1
LCC_FASD_training/real/FT720P_id4_s0_45.png,2
LCC_FASD_training/real/FT720P_id4_s0_45.png,3
LCC_FASD_training/real/FT720P_id4_s0_60.png,0
LCC_FASD_training/real/FT720P_id4_s0_60.png,1
LCC_FASD_training/real/FT720P_id4_s0_60.png,2
LCC_FASD_training/real/FT720P_id4_s0_60.png,3
LCC_FASD_training/real/FT720P_id4_s0_75.png,0
LCC_FASD_training/real/FT720P_id4_s0_75.png,1
LCC_FASD_training/real/FT720P_id4_s0_75.png,2
LCC_FASD_training/real/FT720P_id4_s0_75.png,3
LCC_FASD_training/real/FT720P_id4_s0_90.png,0
LCC_FASD_training/real/FT720P_id4_s0_90.png,1
LCC_FASD_training/real/FT720P_id4_s0_90.png,2
LCC_FASD_training/real/FT720P_id4_s0_90.png,3
LCC_FASD_training/real/FT720P_id6_s0_105.png,0
LCC_FASD_training/real/FT720P_id6_s0_105.png,1
LCC_FASD_training/real/FT720P_id6_s0_105.png,2
LCC_FASD_training/real/FT720P_id6_s0_105.png,3
LCC_FASD_training/real/FT720P_id6_s0_120.png,0
LCC_FASD_training/real/FT720P_id6_s0_120.png,1
LCC_FASD_training/real/FT720P_id6_s0_120.png,2
LCC_FASD_training/real/FT720P_id6_s0_120.png,3
LCC_FASD_training/real/FT720P_id6_s0_135.png,0
LCC_FASD_training/real/FT720P_id6_s0_135.png,1
LCC_FASD_training/real/FT720P_id6_s0_135.png,2
LCC_FASD_training/real/FT720P_id6_s0_135.png,3
LCC_FASD_training/real/FT720P_id6_s0_150.png,0
LCC_FASD_training/real/FT720P_id6_s0_150.png,1
LCC_FASD_training/real/FT720P_id6_s0_150.png,2
LCC_FASD_training/real/FT720P_id6_s0_150.png,3
LCC_FASD_training/real/FT720P_id6_s0_165.png,0
LCC_FASD_training/real/FT720P_id6_s0_165.png,1
LCC_FASD_training/real/FT720P_id6_s0_165.png,2
LCC_FASD_training/real/FT720P_id6_s0_165.png,3
LCC_FASD_training/real/FT720P_id6_s0_30.png,0
LCC_FASD_training/real/FT720P_id6_s0_30.png,1
LCC_FASD_training/real/FT720P_id6_s0_30.png,2
LCC_FASD_training/real/FT720P_id6_s0_30.png,3
LCC_FASD_training/real/FT720P_id6_s0_45.png,0
LCC_FASD_training/real/FT720P_id6_s0_45.png,1
LCC_FASD_training/real/FT720P_id6_s0_45.png,2
LCC_FASD_training/real/FT720P_id6_s0_45.png,3
LCC_FASD_training/real/FT720P_id6_s0_60.png,0
LCC_FASD_training/real/FT720P_id6_s0_60.png,1
LCC_FASD_training/real/FT720P_id6_s0_60.png,2
LCC_FASD_training/real/FT720P_id6_s0_60.png,3
LCC_FASD_training/real/FT720P_id6_s0_75.png,0
LCC_FASD_training/real/FT720P_id6_s0_75.png,1
LCC_FASD_training/real/FT720P_id6_s0_75.png,2
LCC_FASD_training/real/FT720P_id6_s0_75.png,3
LCC_FASD_training/real/FT720P_id6_s0_90.png,0
LCC_FASD_training/real/FT720P_id6_s0_90.png,1
LCC_FASD_training/real/FT720P_id6_s0_90.png,2
LCC_FASD_training/real/FT720P_id6_s0_90.png,3
LCC_FASD_training/real/FT720P_id7_s0_105.png,0
LCC_FASD_training/real/FT720P_id7_s0_105.png,1
LCC_FASD_training/real/FT720P_id7_s0_105.png,2
LCC_FASD_training/real/FT720P_id7_s0_105.png,3
LCC_FASD_training/real/FT720P_id7_s0_120.png,0
LCC_FASD_training/real/FT720P_id7_s0_120.png,1
LCC_FASD_training/real/FT720P_id7_s0_120.png,2
LCC_FASD_training/real/FT720P_id7_s0_120.png,3
LCC_FASD_training/real/FT720P_id7_s0_135.png,0
LCC_FASD_training/real/FT720P_id7_s0_135.png,1
LCC_FASD_training/real/FT720P_id7_s0_135.png,2
LCC_FASD_training/real/FT720P_id7_s0_135.png,3
LCC_FASD_training/real/FT720P_id7_s0_15.png,0
LCC_FASD_training/real/FT720P_id7_s0_15.png,1
LCC_FASD_training/real/FT720P_id7_s0_15.png,2
LCC_FASD_training/real/FT720P_id7_s0_15.png,3
LCC_FASD_training/real/FT720P_id7_s0_150.png,0
LCC_FASD_training/real/FT720P_id7_s0_150.png,1
LCC_FASD_training/real/FT720P_id7_s0_150.png,2
LCC_FASD_training/real/FT720P_id7_s0_150.png,3
LCC_FASD_training/real/FT720P_id7_s0_30.png,0
LCC_FASD_training/real/FT720P_id7_s0_30.png,1
LCC_FASD_training/real/FT720P_id7_s0_30.png,2
LCC_FASD_training/real/FT720P_id7_s0_30.png,3
LCC_FASD_training/real/FT720P_id7_s0_45.png,0
LCC_FASD_training/real/FT720P_id7_s0_45.png,1
LCC_FASD_training/real/FT720P_id7_s0_45.png,2
LCC_FASD_training/real/FT720P_id7_s0_45.png,3
LCC_FASD_training/real/FT720P_id7_s0_60.png,0
LCC_FASD_training/real/FT720P_id7_s0_60.png,1
LCC_FASD_training/real/FT720P_id7_s0_60.png,2
LCC_FASD_training/real/FT720P_id7_s0_60.png,3
LCC_FASD_training/real/FT720P_id7_s0_75.png,0
LCC_FASD_training/real/FT720P_id7_s0_75.png,1
LCC_FASD_training/real/FT720P_id7_s0_75.png,2
LCC_FASD_training/real/FT720P_id7_s0_75.png,3
LCC_FASD_training/real/FT720P_id7_s0_90.png,0
LCC_FASD_training/real/FT720P_id7_s0_90.png,1
LCC_FASD_training/real/FT720P_id7_s0_90.png,2
LCC_FASD_training/real/FT720P_id7_s0_90.png,3
LCC_FASD_training/real/FT720P_id8_s0_105.png,0
LCC_FASD_training/real/FT720P_id8_s0_105.png,1
LCC_FASD_training/real/FT720P_id8_s0_105.png,2
LCC_FASD_training/real/FT720P_id8_s0_105.png,3
LCC_FASD_training/real/FT720P_id8_s0_120.png,0
LCC_FASD_training/real/FT720P_id8_s0_120.png,1
LCC_FASD_training/real/FT720P_id8_s0_120.png,2
LCC_FASD_training/real/FT720P_id8_s0_120.png,3
LCC_FASD_training/real/FT720P_id8_s0_135.png,0
LCC_FASD_training/real/FT720P_id8_s0_135.png,1
LCC_FASD_training/real/FT720P_id8_s0_135.png,2
LCC_FASD_training/real/FT720P_id8_s0_135.png,3
LCC_FASD_training/real/FT720P_id8_s0_15.png,0
LCC_FASD_training/real/FT720P_id8_s0_15.png,1
LCC_FASD_training/real/FT720P_id8_s0_15.png,2
LCC_FASD_training/real/FT720P_id8_s0_15.png,3
LCC_FASD_training/real/FT720P_id8_s0_150.png,0
LCC_FASD_training/real/FT720P_id8_s0_150.png,1
LCC_FASD_training/real/FT720P_id8_s0_150.png,2
LCC_FASD_training/real/FT720P_id8_s0_150.png,3
LCC_FASD_training/real/FT720P_id8_s0_30.png,0
LCC_FASD_training/real/FT720P_id8_s0_30.png,1
LCC_FASD_training/real/FT720P_id8_s0_30.png,2
LCC_FASD_training/real/FT720P_id8_s0_30.png,3
LCC_FASD_training/real/FT720P_id8_s0_45.png,0
LCC_FASD_training/real/FT720P_id8_s0_45.png,1
LCC_FASD_training/real/FT720P_id8_s0_45.png,2
LCC_FASD_training/real/FT720P_id8_s0_45.png,3
LCC_FASD_training/real/FT720P_id8_s0_60.png,0
LCC_FASD_training/real/FT720P_id8_s0_60.png,1
LCC_FASD_training/real/FT720P_id8_s0_60.png,2
LCC_FASD_training/real/FT720P_id8_s0_60.png,3
LCC_FASD_training/real/FT720P_id8_s0_75.png,0
LCC_FASD_training/real/FT720P_id8_s0_75.png,1
LCC_FASD_training/real/FT720P_id8_s0_75.png,2
LCC_FASD_training/real/FT720P_id8_s0_75.png,3
LCC_FASD_training/real/FT720P_id8_s0_90.png,0
LCC_FASD_training/real/FT720P_id8_s0_90.png,1
LCC_FASD_training/real/FT720P_id8_s0_90.png,2
LCC_FASD_training/real/FT720P_id8_s0_90.png,3
LCC_FASD_training/real/FT720P_id8_s1_105.png,0
LCC_FASD_training/real/FT720P_id8_s1_105.png,1
LCC_FASD_training/real/FT720P_id8_s1_105.png,2
LCC_FASD_training/real/FT720P_id8_s1_105.png,3
LCC_FASD_training/real/FT720P_id8_s1_120.png,0
LCC_FASD_training/real/FT720P_id8_s1_120.png,1
LCC_FASD_training/real/FT720P_id8_s1_120.png,2
LCC_FASD_training/real/FT720P_id8_s1_120.png,3
LCC_FASD_training/real/FT720P_id8_s1_135.png,0
LCC_FASD_training/real/FT720P_id8_s1_135.png,1
LCC_FASD_training/real/FT720P_id8_s1_135.png,2
LCC_FASD_training/real/FT720P_id8_s1_135.png,3
LCC_FASD_training/real/FT720P_id8_s1_15.png,0
LCC_FASD_training/real/FT720P_id8_s1_15.png,1
LCC_FASD_training/real/FT720P_id8_s1_15.png,2
LCC_FASD_training/real/FT720P_id8_s1_15.png,3
LCC_FASD_training/real/FT720P_id8_s1_150.png,0
LCC_FASD_training/real/FT720P_id8_s1_150.png,1
LCC_FASD_training/real/FT720P_id8_s1_150.png,2
LCC_FASD_training/real/FT720P_id8_s1_150.png,3
LCC_FASD_training/real/FT720P_id8_s1_30.png,0
LCC_FASD_training/real/FT720P_id8_s1_30.png,1
LCC_FASD_training/real/FT720P_id8_s1_30.png,2
LCC_FASD_training/real/FT720P_id8_s1_30.png,3
LCC_FASD_training/real/FT720P_id8_s1_45.png,0
LCC_FASD_training/real/FT720P_id8_s1_45.png,1
LCC_FASD_training/real/FT720P_id8_s1_45.png,2
LCC_FASD_training/real/FT720P_id8_s1_45.png,3
LCC_FASD_training/real/FT720P_id8_s1_60.png,0
LCC_FASD_training/real/FT720P_id8_s1_60.png,1
LCC_FASD_training/real/FT720P_id8_s1_60.png,2
LCC_FASD_training/real/FT720P_id8_s1_60.png,3
LCC_FASD_training/real/FT720P_id8_s1_75.png,0
LCC_FASD_training/real/FT720P_id8_s1_75.png,1
LCC_FASD_training/real/FT720P_id8_s1_75.png,2
LCC_FASD_training/real/FT720P_id8_s1_75.png,3
LCC_FASD_training/real/FT720P_id8_s1_90.png,0
LCC_FASD_training/real/FT720P_id8_s1_90.png,1
LCC_FASD_training/real/FT720P_id8_s1_90.png,2
LCC_FASD_training/real/FT720P_id8_s1_90.png,3
LCC_FASD_training/real/HTCD620_id117_s0_105.png,0
LCC_FASD_training/real/HTCD620_id117_s0_105.png,1
LCC_FASD_training/real/HTCD620_id117_s0_105.png,2
LCC_FASD_training/real/HTCD620_id117_s0_105.png,3
LCC_FASD_training/real/HTCD620_id117_s0_120.png,0
LCC_FASD_training/real/HTCD620_id117_s0_120.png,1
